age;job;marital;education;contact;term_deposit;balance;Cluster_Prediction
38;technician;single;secondary;cellular;no;367;0
39;management;married;tertiary;cellular;no;51;0
30;technician;single;tertiary;cellular;no;1;0
42;management;married;tertiary;cellular;no;160;0
57;retired;married;primary;cellular;no;0;0
32;technician;married;secondary;cellular;no;2802;3
53;management;married;tertiary;cellular;yes;15;0
46;management;divorced;secondary;cellular;no;177;0
34;technician;single;secondary;cellular;no;0;0
42;management;single;secondary;cellular;no;164;0
37;management;married;tertiary;cellular;no;0;0
38;technician;single;secondary;cellular;no;260;0
42;management;divorced;tertiary;cellular;no;0;0
40;admin.;single;tertiary;cellular;yes;27;0
50;admin.;married;secondary;cellular;no;1431;0
31;unknown;married;secondary;cellular;no;111;0
31;services;married;secondary;cellular;no;182;0
38;technician;single;secondary;cellular;no;0;0
53;blue-collar;married;primary;cellular;no;570;0
40;technician;single;tertiary;cellular;no;47;0
37;management;single;tertiary;cellular;no;1572;0
52;technician;divorced;secondary;cellular;no;511;0
37;technician;divorced;secondary;cellular;no;23;0
31;technician;married;secondary;cellular;no;141;0
42;management;single;tertiary;cellular;no;227;0
53;technician;married;secondary;cellular;no;1357;0
34;technician;married;tertiary;cellular;no;2069;3
56;admin.;married;secondary;cellular;no;374;0
41;technician;divorced;secondary;cellular;no;75;0
38;management;married;secondary;cellular;no;124;0
33;management;single;tertiary;cellular;no;47;0
44;self-employed;married;tertiary;cellular;yes;1196;0
51;unemployed;married;secondary;cellular;no;107;0
43;entrepreneur;married;secondary;cellular;no;469;0
32;services;married;secondary;cellular;no;11;0
38;technician;married;secondary;cellular;no;565;0
54;blue-collar;married;primary;cellular;no;2584;3
32;management;married;secondary;cellular;no;0;0
30;management;single;secondary;cellular;no;46;0
42;technician;divorced;secondary;cellular;yes;19;0
48;admin.;married;secondary;cellular;no;0;0
30;management;married;tertiary;cellular;no;1390;0
38;technician;married;secondary;cellular;no;79;0
34;management;married;tertiary;cellular;no;0;0
30;services;married;secondary;cellular;no;114;0
38;management;single;tertiary;cellular;no;38;0
33;technician;married;tertiary;cellular;no;56;0
38;technician;married;tertiary;cellular;no;536;0
34;technician;married;secondary;cellular;no;1194;0
39;management;married;tertiary;cellular;no;5060;3
33;technician;married;secondary;cellular;no;0;0
34;technician;married;tertiary;cellular;no;100;0
40;management;married;secondary;cellular;no;569;0
33;technician;single;secondary;cellular;no;541;0
42;entrepreneur;married;primary;cellular;no;149;0
47;services;married;primary;cellular;no;0;0
56;retired;married;primary;cellular;no;681;0
34;management;married;tertiary;cellular;no;881;0
55;blue-collar;married;secondary;cellular;no;1218;0
55;admin.;married;secondary;cellular;no;128;0
34;technician;single;secondary;cellular;no;112;0
50;technician;married;secondary;cellular;no;-584;0
41;technician;married;secondary;cellular;no;248;0
39;technician;single;secondary;cellular;no;0;0
33;management;single;tertiary;telephone;yes;432;0
34;housemaid;married;primary;cellular;no;4;0
56;blue-collar;married;secondary;cellular;no;300;0
32;technician;single;secondary;cellular;no;68;0
44;management;married;tertiary;cellular;no;0;0
32;technician;single;secondary;cellular;no;-22;0
37;technician;married;secondary;cellular;no;-318;0
39;services;married;tertiary;cellular;no;35;0
45;management;married;tertiary;cellular;no;0;0
46;technician;married;secondary;cellular;no;78;0
36;technician;married;secondary;cellular;no;3;0
32;management;married;tertiary;cellular;no;169;0
53;blue-collar;married;primary;cellular;no;-39;0
34;technician;married;secondary;cellular;no;1553;0
51;blue-collar;married;secondary;cellular;no;51;0
31;management;married;tertiary;cellular;yes;792;0
45;management;divorced;tertiary;cellular;no;-96;0
31;management;married;tertiary;cellular;no;69;0
32;technician;married;secondary;cellular;no;20;0
42;management;married;tertiary;cellular;no;251;0
47;housemaid;married;secondary;cellular;no;0;0
43;management;married;tertiary;cellular;no;2;0
37;management;divorced;secondary;cellular;no;414;0
41;technician;married;secondary;cellular;no;-4;0
32;technician;married;tertiary;cellular;no;587;0
32;technician;single;tertiary;cellular;no;0;0
35;technician;married;secondary;cellular;no;1144;0
46;blue-collar;married;secondary;cellular;no;15;0
32;technician;married;secondary;cellular;no;687;0
42;self-employed;married;tertiary;cellular;no;83;0
46;services;married;secondary;cellular;no;417;0
51;admin.;married;primary;cellular;no;173;0
51;technician;married;secondary;cellular;no;337;0
56;services;married;secondary;cellular;no;9;0
45;admin.;married;secondary;cellular;no;638;0
37;technician;single;secondary;cellular;no;228;0
49;technician;married;secondary;cellular;no;51;0
41;technician;single;secondary;cellular;no;143;0
50;blue-collar;married;primary;cellular;no;-219;0
36;management;married;tertiary;cellular;no;356;0
51;technician;married;secondary;cellular;no;-153;0
33;admin.;single;secondary;cellular;no;344;0
32;management;married;tertiary;cellular;no;1014;0
32;management;married;tertiary;cellular;no;138;0
31;management;married;tertiary;cellular;no;22546;4
31;management;married;tertiary;cellular;no;156;0
39;housemaid;married;secondary;cellular;no;-146;0
39;management;married;tertiary;cellular;no;224;0
42;housemaid;married;primary;cellular;no;145;0
48;services;married;secondary;cellular;no;109;0
43;management;married;tertiary;cellular;no;715;0
47;technician;married;secondary;cellular;no;275;0
39;technician;married;secondary;cellular;no;49;0
36;technician;single;secondary;cellular;no;1044;0
50;management;married;secondary;cellular;no;2130;3
38;management;married;tertiary;cellular;no;3440;3
39;technician;divorced;secondary;cellular;no;507;0
35;technician;married;secondary;cellular;no;179;0
39;technician;married;tertiary;cellular;no;93;0
46;blue-collar;married;primary;cellular;no;620;0
44;technician;married;secondary;cellular;no;7649;1
53;technician;married;tertiary;cellular;yes;988;0
50;entrepreneur;divorced;tertiary;cellular;no;101;0
60;retired;married;secondary;cellular;no;208;0
51;blue-collar;married;secondary;cellular;no;397;0
31;technician;married;secondary;cellular;no;0;0
49;housemaid;married;secondary;cellular;no;3;0
50;blue-collar;married;primary;cellular;no;238;0
32;technician;single;secondary;cellular;yes;116;0
37;management;single;tertiary;cellular;no;361;0
40;technician;single;secondary;cellular;no;2244;3
50;admin.;married;secondary;cellular;no;242;0
46;services;married;secondary;cellular;no;130;0
55;admin.;married;secondary;cellular;no;51;0
60;admin.;married;tertiary;cellular;yes;1614;0
30;management;married;tertiary;cellular;no;294;0
35;management;married;tertiary;cellular;no;24;0
35;technician;single;secondary;cellular;no;0;0
36;technician;married;tertiary;cellular;no;0;0
47;services;married;secondary;cellular;no;439;0
37;management;married;tertiary;cellular;no;16;0
46;management;married;tertiary;cellular;no;110;0
32;management;married;tertiary;cellular;no;7743;1
48;management;single;secondary;cellular;no;-18;0
30;technician;divorced;secondary;cellular;no;2403;3
49;management;married;tertiary;cellular;no;1912;3
39;technician;married;secondary;cellular;no;0;0
33;technician;single;secondary;cellular;yes;163;0
47;services;married;secondary;cellular;no;665;0
44;management;married;tertiary;cellular;no;5004;3
46;blue-collar;married;secondary;cellular;no;3547;3
36;technician;married;secondary;cellular;no;196;0
43;technician;married;secondary;cellular;no;481;0
30;technician;single;secondary;cellular;no;790;0
37;management;single;tertiary;cellular;no;198;0
33;management;divorced;secondary;cellular;no;106;0
31;technician;single;secondary;cellular;no;159;0
41;housemaid;married;secondary;cellular;no;304;0
33;management;single;tertiary;cellular;no;0;0
47;services;married;secondary;cellular;no;1717;0
47;technician;married;secondary;cellular;no;52;0
49;admin.;married;secondary;cellular;no;2465;3
32;technician;single;secondary;cellular;no;0;0
32;management;married;secondary;cellular;no;375;0
57;housemaid;married;primary;cellular;no;0;0
48;blue-collar;married;secondary;cellular;no;1143;0
54;unknown;married;unknown;cellular;no;390;0
44;housemaid;married;primary;cellular;no;0;0
39;management;married;tertiary;cellular;no;208;0
44;management;married;tertiary;cellular;no;70;0
44;management;married;tertiary;cellular;no;0;0
35;entrepreneur;divorced;secondary;cellular;no;80;0
51;management;married;tertiary;cellular;no;7631;1
37;technician;married;tertiary;cellular;yes;247;0
31;management;single;tertiary;cellular;no;2085;3
59;retired;married;primary;cellular;no;2568;3
52;blue-collar;married;primary;cellular;no;584;0
38;technician;single;tertiary;cellular;no;221;0
40;management;married;tertiary;cellular;no;526;0
42;housemaid;married;primary;cellular;no;2328;3
32;technician;single;secondary;cellular;no;432;0
54;self-employed;married;tertiary;cellular;no;0;0
32;management;married;tertiary;cellular;no;396;0
33;management;single;tertiary;cellular;no;12;0
41;technician;married;secondary;cellular;no;0;0
38;management;married;tertiary;cellular;no;1555;0
40;management;married;tertiary;cellular;no;2014;3
33;management;single;tertiary;cellular;no;23;0
45;admin.;married;secondary;cellular;yes;236;0
34;technician;single;tertiary;cellular;no;19;0
43;technician;divorced;tertiary;cellular;no;1088;0
31;technician;married;tertiary;cellular;no;79;0
56;blue-collar;married;secondary;cellular;no;385;0
33;management;single;tertiary;telephone;no;215;0
40;management;married;tertiary;cellular;no;324;0
33;technician;divorced;secondary;cellular;no;558;0
40;technician;single;secondary;cellular;no;34;0
53;management;divorced;tertiary;cellular;no;913;0
34;management;married;tertiary;cellular;no;651;0
31;student;single;tertiary;cellular;no;744;0
31;technician;single;secondary;cellular;no;36;0
46;blue-collar;married;secondary;cellular;no;123;0
31;technician;married;secondary;cellular;no;-305;0
50;blue-collar;married;primary;cellular;no;8000;1
59;entrepreneur;married;tertiary;cellular;no;-23;0
33;management;single;tertiary;cellular;no;20794;4
35;management;married;tertiary;cellular;no;47;0
34;technician;single;secondary;cellular;no;10890;1
49;management;married;secondary;cellular;no;601;0
55;technician;divorced;secondary;cellular;no;35;0
57;management;married;tertiary;cellular;no;3250;3
37;management;single;tertiary;cellular;no;0;0
31;management;married;tertiary;cellular;no;1170;0
33;management;married;tertiary;cellular;no;0;0
48;management;married;tertiary;cellular;no;1567;0
46;management;married;tertiary;cellular;no;0;0
51;housemaid;married;primary;cellular;no;3486;3
32;technician;single;tertiary;cellular;no;35;0
40;technician;married;secondary;cellular;no;-432;0
54;housemaid;married;unknown;cellular;no;909;0
38;technician;married;secondary;cellular;no;63;0
30;management;single;tertiary;cellular;no;30;0
43;technician;married;secondary;cellular;no;253;0
42;management;married;tertiary;cellular;no;99;0
59;retired;married;primary;cellular;no;56;0
41;management;married;tertiary;cellular;no;185;0
47;technician;married;secondary;telephone;no;644;0
54;management;divorced;tertiary;cellular;no;205;0
52;blue-collar;married;primary;cellular;no;990;0
34;housemaid;married;secondary;cellular;no;0;0
34;technician;single;secondary;cellular;no;0;0
40;management;married;tertiary;cellular;no;185;0
47;management;married;tertiary;cellular;no;1224;0
38;technician;single;secondary;cellular;no;0;0
36;technician;single;secondary;cellular;no;310;0
35;management;married;tertiary;cellular;no;109;0
36;management;married;tertiary;cellular;no;35;0
36;management;single;tertiary;cellular;no;1246;0
40;technician;single;secondary;cellular;no;572;0
30;technician;single;tertiary;cellular;no;196;0
51;management;married;tertiary;cellular;no;-3;0
38;technician;married;secondary;cellular;no;13;0
40;management;married;tertiary;cellular;no;52527;2
42;technician;married;secondary;cellular;no;5;0
31;management;single;tertiary;cellular;no;0;0
33;technician;single;tertiary;cellular;no;213;0
33;management;married;tertiary;cellular;no;0;0
33;technician;single;tertiary;cellular;no;1805;0
32;self-employed;married;secondary;cellular;no;9;0
36;unknown;married;primary;cellular;no;0;0
53;blue-collar;married;unknown;cellular;no;0;0
53;blue-collar;married;secondary;cellular;no;-31;0
58;retired;married;primary;cellular;no;358;0
30;technician;married;tertiary;cellular;no;0;0
33;management;married;tertiary;cellular;no;51;0
31;technician;single;tertiary;cellular;no;24;0
45;technician;married;tertiary;cellular;no;0;0
39;technician;single;tertiary;cellular;no;0;0
41;technician;divorced;secondary;cellular;no;988;0
44;management;married;secondary;cellular;no;0;0
48;blue-collar;married;primary;cellular;no;492;0
46;management;married;tertiary;cellular;no;-337;0
44;management;divorced;tertiary;cellular;no;243;0
37;management;single;tertiary;cellular;no;102;0
43;technician;married;tertiary;cellular;no;1485;0
58;management;married;tertiary;cellular;no;287;0
50;management;divorced;tertiary;cellular;no;83;0
34;technician;single;secondary;cellular;yes;666;0
42;management;single;tertiary;cellular;no;0;0
33;technician;single;secondary;cellular;no;422;0
35;technician;single;tertiary;cellular;no;147;0
30;technician;single;secondary;cellular;no;-123;0
31;technician;single;secondary;cellular;no;388;0
51;blue-collar;married;primary;cellular;no;0;0
30;technician;married;secondary;cellular;no;9;0
37;technician;married;secondary;cellular;no;28;0
32;technician;single;secondary;cellular;no;0;0
38;technician;married;secondary;cellular;no;1960;3
56;technician;married;tertiary;cellular;yes;73;0
46;services;married;secondary;cellular;no;244;0
55;blue-collar;married;unknown;cellular;no;196;0
32;housemaid;single;tertiary;cellular;no;4;0
36;management;married;tertiary;cellular;no;0;0
53;blue-collar;married;primary;cellular;no;2295;3
52;blue-collar;married;primary;cellular;no;924;0
50;services;divorced;secondary;cellular;no;-210;0
36;technician;married;secondary;cellular;no;1130;0
45;blue-collar;married;secondary;cellular;no;13156;1
33;housemaid;married;primary;cellular;no;167;0
34;management;married;tertiary;cellular;no;468;0
47;management;single;tertiary;cellular;no;0;0
30;management;married;tertiary;cellular;no;4948;3
45;blue-collar;married;secondary;cellular;no;430;0
32;technician;single;tertiary;cellular;no;0;0
31;technician;single;tertiary;cellular;no;-1;0
45;blue-collar;married;primary;cellular;no;1251;0
44;technician;divorced;secondary;cellular;no;65;0
39;technician;married;secondary;cellular;no;22;0
55;technician;married;tertiary;cellular;no;11;0
34;technician;single;tertiary;cellular;no;0;0
33;management;married;tertiary;cellular;no;150;0
57;technician;divorced;tertiary;cellular;yes;96;0
38;management;married;tertiary;cellular;no;3995;3
35;technician;married;secondary;cellular;no;249;0
53;technician;married;secondary;cellular;no;144;0
42;technician;single;secondary;cellular;no;0;0
33;technician;married;tertiary;cellular;no;15;0
36;housemaid;married;secondary;cellular;no;0;0
31;management;single;tertiary;cellular;no;0;0
56;management;married;tertiary;cellular;no;502;0
31;unemployed;single;secondary;cellular;no;2066;3
34;management;single;tertiary;cellular;no;0;0
41;housemaid;married;primary;cellular;no;39;0
34;technician;married;secondary;cellular;no;-255;0
41;technician;married;secondary;cellular;no;1032;0
34;management;married;tertiary;cellular;no;0;0
60;retired;married;secondary;cellular;no;404;0
36;admin.;single;secondary;cellular;no;8;0
35;technician;single;tertiary;cellular;no;8;0
36;management;married;tertiary;cellular;no;0;0
51;management;married;tertiary;cellular;no;307;0
30;technician;single;tertiary;cellular;no;-970;0
57;blue-collar;married;secondary;cellular;yes;2887;3
40;technician;married;secondary;cellular;no;1498;0
34;management;single;tertiary;cellular;no;886;0
57;technician;single;secondary;cellular;no;104;0
33;technician;divorced;secondary;cellular;no;9;0
57;technician;married;tertiary;cellular;no;121;0
34;management;divorced;tertiary;cellular;no;0;0
48;self-employed;married;secondary;cellular;no;91;0
30;technician;single;secondary;cellular;no;0;0
30;management;married;tertiary;cellular;no;562;0
55;technician;married;tertiary;cellular;no;1354;0
52;technician;divorced;secondary;cellular;no;225;0
30;technician;married;tertiary;cellular;no;423;0
32;management;single;tertiary;cellular;yes;46;0
33;management;single;tertiary;cellular;no;20;0
39;technician;married;secondary;cellular;no;564;0
50;blue-collar;married;primary;cellular;no;533;0
47;management;married;tertiary;cellular;no;509;0
32;management;single;tertiary;cellular;no;438;0
54;self-employed;married;secondary;cellular;no;77;0
31;technician;single;tertiary;cellular;no;176;0
55;blue-collar;married;primary;cellular;no;400;0
48;blue-collar;married;secondary;cellular;no;2008;3
37;management;married;tertiary;cellular;no;727;0
52;admin.;married;tertiary;cellular;no;17;0
31;technician;single;secondary;cellular;no;506;0
35;management;single;tertiary;cellular;no;75;0
34;technician;married;tertiary;cellular;no;5060;3
37;management;married;secondary;cellular;no;31;0
45;blue-collar;married;secondary;cellular;no;1179;0
31;technician;single;tertiary;cellular;no;26;0
33;management;divorced;tertiary;cellular;no;433;0
31;technician;single;tertiary;cellular;no;110;0
48;technician;divorced;secondary;cellular;no;0;0
57;self-employed;married;secondary;cellular;no;2109;3
31;technician;married;secondary;cellular;no;28;0
43;technician;married;tertiary;cellular;no;226;0
50;management;married;tertiary;cellular;no;0;0
32;management;married;secondary;cellular;no;134;0
32;technician;single;tertiary;cellular;no;0;0
60;blue-collar;married;secondary;cellular;no;0;0
50;services;married;secondary;cellular;yes;1501;0
40;technician;married;tertiary;cellular;no;278;0
32;housemaid;married;secondary;cellular;no;0;0
30;services;single;tertiary;cellular;yes;-477;0
60;services;married;secondary;cellular;no;1446;0
52;services;married;secondary;cellular;no;0;0
53;admin.;married;secondary;cellular;no;105;0
50;unknown;married;unknown;cellular;no;0;0
58;retired;married;tertiary;cellular;no;0;0
36;technician;single;secondary;cellular;no;18;0
39;management;married;tertiary;cellular;no;1981;3
35;technician;married;secondary;cellular;no;905;0
40;management;married;tertiary;cellular;no;700;0
31;technician;single;tertiary;cellular;no;424;0
39;management;single;tertiary;cellular;no;86;0
45;management;married;tertiary;cellular;no;-459;0
57;admin.;married;unknown;cellular;no;1401;0
30;technician;single;tertiary;cellular;no;6619;1
44;management;married;tertiary;cellular;no;7635;1
47;management;single;tertiary;cellular;no;440;0
47;blue-collar;married;primary;cellular;no;468;0
34;management;single;tertiary;cellular;no;0;0
56;admin.;married;secondary;cellular;yes;1694;0
31;management;single;tertiary;cellular;no;284;0
37;management;married;tertiary;cellular;no;292;0
45;management;married;tertiary;cellular;no;0;0
34;technician;single;secondary;cellular;no;202;0
37;technician;divorced;secondary;cellular;no;-18;0
33;management;married;tertiary;cellular;no;137;0
46;management;married;tertiary;cellular;no;549;0
34;management;single;tertiary;cellular;no;0;0
33;technician;single;tertiary;cellular;no;8097;1
36;management;married;tertiary;cellular;no;518;0
33;technician;divorced;secondary;cellular;no;557;0
30;management;married;tertiary;cellular;no;151;0
48;management;married;tertiary;cellular;no;11;0
37;management;married;tertiary;cellular;no;21;0
43;management;married;tertiary;cellular;no;0;0
30;management;single;tertiary;cellular;no;55;0
37;self-employed;married;secondary;cellular;no;744;0
37;management;married;secondary;cellular;no;510;0
53;technician;single;tertiary;cellular;no;1;0
33;technician;married;secondary;cellular;no;7621;1
55;blue-collar;married;secondary;cellular;yes;196;0
42;technician;single;secondary;cellular;no;25;0
34;technician;single;secondary;cellular;no;161;0
49;technician;divorced;secondary;cellular;no;57;0
34;management;single;tertiary;cellular;no;197;0
49;services;married;secondary;cellular;no;400;0
52;management;married;tertiary;cellular;no;291;0
57;technician;married;tertiary;cellular;no;0;0
57;retired;married;primary;cellular;no;0;0
51;housemaid;married;tertiary;telephone;no;990;0
33;technician;single;tertiary;cellular;no;316;0
33;technician;divorced;secondary;cellular;no;0;0
32;management;single;tertiary;cellular;yes;41;0
35;technician;married;secondary;cellular;no;84;0
31;management;married;tertiary;cellular;no;351;0
35;management;single;tertiary;cellular;no;0;0
32;management;single;tertiary;cellular;no;154;0
37;management;married;secondary;cellular;no;38;0
55;blue-collar;married;secondary;cellular;no;644;0
39;management;married;tertiary;cellular;no;1363;0
36;self-employed;married;primary;cellular;no;161;0
32;technician;single;tertiary;cellular;no;178;0
33;management;single;tertiary;cellular;no;206;0
34;self-employed;single;tertiary;cellular;yes;462;0
53;housemaid;married;primary;cellular;no;70;0
35;unknown;married;primary;cellular;no;4144;3
59;blue-collar;married;primary;cellular;no;0;0
30;management;married;tertiary;cellular;no;0;0
47;technician;married;secondary;cellular;no;11;0
31;technician;single;secondary;cellular;no;4;0
31;housemaid;married;primary;cellular;no;25;0
32;technician;married;secondary;cellular;no;0;0
34;management;married;secondary;cellular;no;355;0
47;self-employed;married;secondary;cellular;no;3279;3
34;technician;married;secondary;cellular;no;22;0
33;management;married;tertiary;cellular;no;0;0
42;management;married;tertiary;cellular;no;37;0
40;technician;married;secondary;cellular;no;318;0
41;management;married;secondary;cellular;no;0;0
36;technician;single;secondary;cellular;no;0;0
30;technician;single;tertiary;cellular;no;69;0
54;management;married;tertiary;cellular;no;1090;0
33;technician;single;tertiary;cellular;no;255;0
33;management;single;tertiary;cellular;no;109;0
59;housemaid;married;secondary;cellular;no;454;0
30;technician;single;secondary;cellular;no;13;0
47;blue-collar;married;primary;cellular;no;0;0
53;blue-collar;married;primary;cellular;no;0;0
35;management;single;secondary;cellular;no;0;0
31;technician;single;tertiary;cellular;no;50;0
60;management;married;tertiary;cellular;no;70;0
55;blue-collar;married;primary;telephone;no;2384;3
46;blue-collar;married;primary;cellular;no;278;0
35;management;single;tertiary;cellular;no;-146;0
49;blue-collar;married;primary;cellular;no;1898;3
30;management;single;tertiary;cellular;no;254;0
37;technician;married;secondary;cellular;no;1580;0
52;retired;married;secondary;cellular;no;0;0
33;technician;divorced;secondary;cellular;no;6;0
55;management;married;tertiary;cellular;no;0;0
52;retired;married;primary;cellular;no;6;0
43;technician;single;tertiary;cellular;no;58;0
38;technician;married;tertiary;cellular;no;664;0
32;management;single;tertiary;cellular;no;0;0
44;management;married;tertiary;cellular;no;38;0
41;technician;married;secondary;cellular;no;1344;0
47;blue-collar;married;secondary;cellular;no;11305;1
50;services;married;primary;cellular;no;-158;0
41;management;married;tertiary;cellular;no;15449;4
52;management;married;tertiary;cellular;no;1339;0
31;technician;married;tertiary;cellular;no;22;0
33;technician;single;tertiary;cellular;no;516;0
47;admin.;married;secondary;cellular;no;29;0
34;technician;married;secondary;cellular;no;260;0
33;technician;single;secondary;cellular;no;18;0
53;management;married;tertiary;cellular;no;32;0
37;unemployed;single;secondary;cellular;no;42;0
34;technician;single;secondary;cellular;no;229;0
32;technician;single;secondary;cellular;no;-420;0
31;technician;divorced;tertiary;cellular;no;0;0
52;management;married;tertiary;cellular;yes;1227;0
45;technician;single;tertiary;cellular;no;0;0
58;services;divorced;secondary;cellular;no;183;0
37;management;married;tertiary;cellular;no;981;0
46;technician;divorced;tertiary;cellular;no;532;0
30;technician;married;secondary;cellular;no;398;0
43;technician;married;tertiary;cellular;no;0;0
60;self-employed;single;secondary;cellular;no;27;0
30;technician;single;tertiary;cellular;no;0;0
33;management;married;tertiary;cellular;no;1109;0
46;blue-collar;married;primary;cellular;no;255;0
42;management;married;secondary;cellular;no;580;0
47;management;married;secondary;cellular;no;0;0
49;technician;married;secondary;cellular;no;27;0
35;self-employed;married;secondary;cellular;no;573;0
32;management;single;tertiary;cellular;no;98;0
32;management;single;tertiary;cellular;yes;522;0
31;self-employed;married;tertiary;cellular;yes;94;0
47;technician;married;secondary;cellular;no;147;0
41;technician;married;secondary;cellular;yes;965;0
32;technician;married;secondary;cellular;no;14;0
46;housemaid;single;tertiary;cellular;no;1328;0
36;technician;married;tertiary;cellular;no;0;0
36;technician;married;secondary;cellular;no;366;0
58;management;divorced;tertiary;cellular;no;0;0
34;technician;single;secondary;cellular;no;95;0
39;management;single;tertiary;cellular;no;139;0
46;blue-collar;married;primary;cellular;no;0;0
34;technician;married;tertiary;cellular;yes;149;0
52;blue-collar;married;secondary;cellular;no;-164;0
38;technician;married;secondary;cellular;no;196;0
33;management;single;tertiary;cellular;no;321;0
56;retired;married;secondary;cellular;no;415;0
53;blue-collar;married;primary;cellular;no;109;0
58;retired;married;tertiary;cellular;no;183;0
35;technician;divorced;secondary;cellular;no;308;0
33;technician;single;tertiary;cellular;no;99;0
31;management;single;tertiary;cellular;no;1536;0
52;management;married;secondary;cellular;no;189;0
38;technician;single;secondary;cellular;no;0;0
38;management;married;tertiary;cellular;no;546;0
44;management;divorced;tertiary;cellular;no;0;0
44;technician;married;secondary;cellular;yes;267;0
46;blue-collar;married;primary;cellular;no;225;0
50;admin.;married;secondary;cellular;no;-195;0
34;admin.;married;secondary;cellular;no;36;0
30;management;single;tertiary;cellular;no;347;0
46;blue-collar;married;primary;telephone;no;-44;0
30;technician;single;tertiary;cellular;no;1109;0
53;blue-collar;married;tertiary;cellular;no;0;0
50;self-employed;married;primary;cellular;no;0;0
59;retired;married;unknown;cellular;no;575;0
42;self-employed;married;secondary;cellular;no;357;0
56;management;married;tertiary;cellular;no;4889;3
55;blue-collar;married;primary;cellular;no;419;0
49;management;single;tertiary;cellular;no;0;0
34;management;single;tertiary;cellular;no;478;0
31;technician;single;secondary;cellular;no;1;0
53;technician;married;secondary;cellular;no;0;0
34;technician;married;secondary;cellular;no;-172;0
32;management;single;tertiary;cellular;no;334;0
31;management;single;tertiary;cellular;no;10215;1
57;technician;married;secondary;cellular;no;20;0
48;management;married;tertiary;cellular;no;1335;0
37;management;married;tertiary;cellular;no;31;0
38;technician;married;tertiary;cellular;no;0;0
59;management;divorced;secondary;cellular;no;0;0
49;admin.;married;secondary;cellular;no;0;0
41;management;married;tertiary;cellular;no;23;0
33;management;married;tertiary;cellular;yes;4570;3
35;management;married;tertiary;cellular;no;-126;0
32;technician;single;secondary;cellular;no;34;0
30;management;married;secondary;cellular;no;0;0
35;management;single;secondary;cellular;no;1048;0
53;blue-collar;married;secondary;cellular;yes;25;0
43;technician;married;secondary;cellular;no;221;0
36;management;single;tertiary;cellular;no;0;0
32;technician;single;tertiary;cellular;no;388;0
46;technician;divorced;secondary;cellular;no;447;0
52;blue-collar;married;primary;cellular;no;796;0
43;technician;married;secondary;cellular;no;328;0
46;services;married;primary;cellular;no;599;0
35;management;married;tertiary;cellular;no;3168;3
30;technician;single;tertiary;cellular;no;0;0
33;management;married;tertiary;cellular;no;4636;3
55;blue-collar;married;unknown;cellular;yes;890;0
55;self-employed;married;secondary;cellular;no;100;0
49;technician;married;secondary;cellular;no;1982;3
40;self-employed;married;secondary;cellular;no;0;0
48;technician;married;secondary;cellular;no;23495;4
35;technician;married;secondary;cellular;no;19;0
51;management;married;tertiary;cellular;no;0;0
58;management;single;tertiary;cellular;no;0;0
58;blue-collar;married;secondary;cellular;no;371;0
37;management;single;tertiary;cellular;no;767;0
60;blue-collar;married;primary;telephone;no;864;0
36;management;single;tertiary;cellular;no;1520;0
45;housemaid;married;secondary;cellular;no;1623;0
33;self-employed;married;tertiary;cellular;no;215;0
52;blue-collar;married;primary;cellular;no;994;0
35;technician;divorced;secondary;cellular;no;54;0
36;technician;single;tertiary;cellular;no;1324;0
31;technician;single;secondary;cellular;no;125;0
57;housemaid;married;secondary;cellular;no;0;0
30;management;single;tertiary;cellular;no;370;0
55;blue-collar;married;tertiary;cellular;no;1341;0
32;technician;single;secondary;cellular;no;90;0
35;technician;single;tertiary;cellular;no;296;0
54;housemaid;married;primary;cellular;no;179;0
35;technician;married;secondary;cellular;no;13;0
32;management;single;tertiary;cellular;no;0;0
31;technician;single;secondary;cellular;no;5;0
57;blue-collar;married;primary;cellular;no;1075;0
32;self-employed;married;tertiary;cellular;no;3601;3
55;blue-collar;married;primary;cellular;no;396;0
55;housemaid;married;secondary;cellular;no;139;0
34;technician;single;secondary;cellular;no;559;0
46;management;single;tertiary;cellular;yes;0;0
33;management;single;secondary;cellular;no;-298;0
32;technician;single;secondary;cellular;no;0;0
49;housemaid;married;secondary;cellular;no;211;0
36;technician;married;tertiary;cellular;no;473;0
44;management;divorced;tertiary;cellular;no;-26;0
46;admin.;married;secondary;cellular;no;154;0
36;management;divorced;tertiary;cellular;no;276;0
53;services;married;primary;cellular;no;6;0
32;management;married;tertiary;cellular;no;282;0
52;services;married;secondary;cellular;no;145;0
50;housemaid;married;secondary;cellular;no;195;0
33;technician;single;secondary;cellular;no;80;0
46;services;married;secondary;cellular;yes;273;0
50;entrepreneur;married;secondary;cellular;no;7907;1
57;retired;married;primary;unknown;no;333;0
52;management;married;tertiary;cellular;no;0;0
49;management;single;tertiary;cellular;no;11;0
36;technician;married;secondary;cellular;no;331;0
36;management;single;secondary;cellular;no;1898;3
39;technician;married;secondary;cellular;no;13165;1
48;management;divorced;tertiary;cellular;no;2939;3
52;housemaid;married;primary;cellular;no;335;0
50;blue-collar;married;primary;cellular;no;1052;0
50;management;single;tertiary;cellular;no;0;0
33;management;single;tertiary;cellular;no;112;0
47;blue-collar;married;primary;cellular;no;9346;1
49;management;married;tertiary;cellular;no;234;0
35;management;single;tertiary;cellular;no;1496;0
